,Airline,Airline ID,Source Airport,Source Airport ID,Destination Airport,Destination Airport ID,Codeshare,Stops,Equipment,Name_x,ICAO,Callsign,Country_x,Active,Name_y,City,Country_y,IATA,Latitude,Longitude,Altitude,Timezone,DST,Timezone.1
0,2B,410,AER,2965,KZN,2990,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
1,2B,410,ASF,2966,KZN,2990,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
2,2B,410,ASF,2966,MRV,2962,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
3,2B,410,CEK,2968,KZN,2990,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
4,2B,410,CEK,2968,OVB,4078,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
5,2B,410,DME,4029,KZN,2990,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
6,2B,410,DME,4029,NBC,6969,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
7,2B,410,DME,4029,TGK,\N,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
8,2B,410,DME,4029,UUA,6160,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
9,2B,410,EGO,6156,KGD,2952,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
10,2B,410,EGO,6156,KZN,2990,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
11,2B,410,GYD,2922,NBC,6969,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
12,2B,410,KGD,2952,EGO,6156,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
13,2B,410,KZN,2990,AER,2965,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
14,2B,410,KZN,2990,ASF,2966,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
15,2B,410,KZN,2990,CEK,2968,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
16,2B,410,KZN,2990,DME,4029,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
17,2B,410,KZN,2990,EGO,6156,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
18,2B,410,KZN,2990,LED,2948,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
19,2B,410,KZN,2990,SVX,2975,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
20,2B,410,LED,2948,KZN,2990,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
21,2B,410,LED,2948,NBC,6969,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
22,2B,410,LED,2948,UUA,6160,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
23,2B,410,MRV,2962,ASF,2966,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
24,2B,410,NBC,6969,DME,4029,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
25,2B,410,NBC,6969,GYD,2922,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
26,2B,410,NBC,6969,LED,2948,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
27,2B,410,NBC,6969,SVX,2975,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
28,2B,410,NJC,2972,SVX,2975,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
29,2B,410,NJC,2972,UUA,6160,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
30,2B,410,NUX,4364,SVX,2975,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
31,2B,410,OVB,4078,CEK,2968,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
32,2B,410,OVB,4078,SVX,2975,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
33,2B,410,SVX,2975,KZN,2990,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
34,2B,410,SVX,2975,NBC,6969,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
35,2B,410,SVX,2975,NJC,2972,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
36,2B,410,SVX,2975,NUX,4364,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
37,2B,410,SVX,2975,OVB,4078,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
38,2B,410,TGK,\N,DME,4029,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
39,2B,410,UUA,6160,DME,4029,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
40,2B,410,UUA,6160,LED,2948,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
41,2B,410,UUA,6160,NJC,2972,,0,CR2,Aerocondor,ARD,AEROCONDOR,Portugal,Y,,,,,,,,,,
42,2G,1654,BTK,2936,IKT,2937,,0,A81,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
43,2G,1654,BTK,2936,IKT,2937,,0,A81,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
44,2G,1654,BTK,2936,OVB,4078,,0,A81,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
45,2G,1654,BTK,2936,OVB,4078,,0,A81,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
46,2G,1654,CEK,2968,OVB,4078,,0,A81,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
47,2G,1654,CEK,2968,OVB,4078,,0,A81,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
48,2G,1654,HTA,2935,IKT,2937,,0,AN4,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
49,2G,1654,HTA,2935,IKT,2937,,0,AN4,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
50,2G,1654,IKT,2937,BTK,2936,,0,A81,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
51,2G,1654,IKT,2937,BTK,2936,,0,A81,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
52,2G,1654,IKT,2937,HTA,2935,,0,AN4,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
53,2G,1654,IKT,2937,HTA,2935,,0,AN4,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
54,2G,1654,IKT,2937,KCK,\N,,0,AN4,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
55,2G,1654,IKT,2937,KCK,\N,,0,AN4,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
56,2G,1654,IKT,2937,ODO,8944,,0,AN4,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
57,2G,1654,IKT,2937,ODO,8944,,0,AN4,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
58,2G,1654,IKT,2937,OVB,4078,,0,A81,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
59,2G,1654,IKT,2937,OVB,4078,,0,A81,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
60,2G,1654,IKT,2937,UKX,6924,,0,AN4,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
61,2G,1654,IKT,2937,UKX,6924,,0,AN4,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
62,2G,1654,IKT,2937,ULK,9026,,0,AN4,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
63,2G,1654,IKT,2937,ULK,9026,,0,AN4,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
64,2G,1654,IKT,2937,YKS,2923,,0,A81,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
65,2G,1654,IKT,2937,YKS,2923,,0,A81,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
66,2G,1654,KCK,\N,IKT,2937,,0,AN4,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
67,2G,1654,KCK,\N,IKT,2937,,0,AN4,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
68,2G,1654,MJZ,2925,OVB,4078,,0,A81,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
69,2G,1654,MJZ,2925,OVB,4078,,0,A81,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
70,2G,1654,ODO,8944,IKT,2937,,0,AN4,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
71,2G,1654,ODO,8944,IKT,2937,,0,AN4,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
72,2G,1654,OVB,4078,BTK,2936,,0,A81,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
73,2G,1654,OVB,4078,BTK,2936,,0,A81,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
74,2G,1654,OVB,4078,CEK,2968,,0,A81,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
75,2G,1654,OVB,4078,CEK,2968,,0,A81,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
76,2G,1654,OVB,4078,IKT,2937,,0,A81,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
77,2G,1654,OVB,4078,IKT,2937,,0,A81,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
78,2G,1654,UKX,6924,IKT,2937,,0,AN4,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
79,2G,1654,UKX,6924,IKT,2937,,0,AN4,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
80,2G,1654,ULK,9026,IKT,2937,,0,AN4,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
81,2G,1654,ULK,9026,IKT,2937,,0,AN4,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
82,2G,1654,YKS,2923,IKT,2937,,0,A81,Cargoitalia,CRG,WHITE PELICAN,Italy,N,,,,,,,,,,
83,2G,1654,YKS,2923,IKT,2937,,0,A81,San Juan Airlines,MRR,MARINER,United States,N,,,,,,,,,,
84,2I,8359,AYP,2786,LIM,2789,,0,142,Star Peru (2I),\N,,Peru,Y,Sun Island Resort and SPA,South Aari Atoll,Maldives,\N,3.488334,72.862989,0,-3,N,America/Sao_Paulo
85,2I,8359,CUZ,2812,LIM,2789,,0,142 141,Star Peru (2I),\N,,Peru,Y,Sun Island Resort and SPA,South Aari Atoll,Maldives,\N,3.488334,72.862989,0,-3,N,America/Sao_Paulo
86,2I,8359,CUZ,2812,PEM,2808,,0,142,Star Peru (2I),\N,,Peru,Y,Sun Island Resort and SPA,South Aari Atoll,Maldives,\N,3.488334,72.862989,0,-3,N,America/Sao_Paulo
87,2I,8359,HUU,6067,LIM,2789,,0,141,Star Peru (2I),\N,,Peru,Y,Sun Island Resort and SPA,South Aari Atoll,Maldives,\N,3.488334,72.862989,0,-3,N,America/Sao_Paulo
88,2I,8359,IQT,2801,PCL,2781,,0,143,Star Peru (2I),\N,,Peru,Y,Sun Island Resort and SPA,South Aari Atoll,Maldives,\N,3.488334,72.862989,0,-3,N,America/Sao_Paulo
89,2I,8359,IQT,2801,TPP,2806,,0,142,Star Peru (2I),\N,,Peru,Y,Sun Island Resort and SPA,South Aari Atoll,Maldives,\N,3.488334,72.862989,0,-3,N,America/Sao_Paulo
90,2I,8359,LIM,2789,AYP,2786,,0,142,Star Peru (2I),\N,,Peru,Y,Sun Island Resort and SPA,South Aari Atoll,Maldives,\N,3.488334,72.862989,0,-3,N,America/Sao_Paulo
91,2I,8359,LIM,2789,CUZ,2812,,0,142 141,Star Peru (2I),\N,,Peru,Y,Sun Island Resort and SPA,South Aari Atoll,Maldives,\N,3.488334,72.862989,0,-3,N,America/Sao_Paulo
92,2I,8359,LIM,2789,HUU,6067,,0,141,Star Peru (2I),\N,,Peru,Y,Sun Island Resort and SPA,South Aari Atoll,Maldives,\N,3.488334,72.862989,0,-3,N,America/Sao_Paulo
93,2I,8359,LIM,2789,PCL,2781,,0,143 146,Star Peru (2I),\N,,Peru,Y,Sun Island Resort and SPA,South Aari Atoll,Maldives,\N,3.488334,72.862989,0,-3,N,America/Sao_Paulo
94,2I,8359,LIM,2789,TPP,2806,,0,142 146,Star Peru (2I),\N,,Peru,Y,Sun Island Resort and SPA,South Aari Atoll,Maldives,\N,3.488334,72.862989,0,-3,N,America/Sao_Paulo
95,2I,8359,PCL,2781,IQT,2801,,0,143,Star Peru (2I),\N,,Peru,Y,Sun Island Resort and SPA,South Aari Atoll,Maldives,\N,3.488334,72.862989,0,-3,N,America/Sao_Paulo
96,2I,8359,PCL,2781,LIM,2789,,0,143 146,Star Peru (2I),\N,,Peru,Y,Sun Island Resort and SPA,South Aari Atoll,Maldives,\N,3.488334,72.862989,0,-3,N,America/Sao_Paulo
97,2I,8359,PCL,2781,TPP,2806,,0,146,Star Peru (2I),\N,,Peru,Y,Sun Island Resort and SPA,South Aari Atoll,Maldives,\N,3.488334,72.862989,0,-3,N,America/Sao_Paulo
98,2I,8359,PEM,2808,CUZ,2812,,0,142,Star Peru (2I),\N,,Peru,Y,Sun Island Resort and SPA,South Aari Atoll,Maldives,\N,3.488334,72.862989,0,-3,N,America/Sao_Paulo
99,2I,8359,TPP,2806,IQT,2801,,0,142,Star Peru (2I),\N,,Peru,Y,Sun Island Resort and SPA,South Aari Atoll,Maldives,\N,3.488334,72.862989,0,-3,N,America/Sao_Paulo
100,2I,8359,TPP,2806,LIM,2789,,0,142 146,Star Peru (2I),\N,,Peru,Y,Sun Island Resort and SPA,South Aari Atoll,Maldives,\N,3.488334,72.862989,0,-3,N,America/Sao_Paulo
101,2I,8359,TPP,2806,PCL,2781,,0,146,Star Peru (2I),\N,,Peru,Y,Sun Island Resort and SPA,South Aari Atoll,Maldives,\N,3.488334,72.862989,0,-3,N,America/Sao_Paulo
102,2J,470,ABJ,253,BOY,247,,0,CRJ,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
103,2J,470,ABJ,253,OUA,246,,0,E70 CRJ M87,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
104,2J,470,ACC,248,OUA,246,,0,CRJ,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
105,2J,470,BKO,1044,ABJ,253,,0,M87,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
106,2J,470,BKO,1044,DKR,1084,,0,M87,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
107,2J,470,BKO,1044,OUA,246,,0,CRJ,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
108,2J,470,BOY,247,ABJ,253,,0,CRJ,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
109,2J,470,BOY,247,OUA,246,,0,CRJ,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
110,2J,470,COO,245,LFW,298,,0,M87,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
111,2J,470,COO,245,OUA,246,,0,M87,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
112,2J,470,DKR,1084,BKO,1044,,0,M87,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
113,2J,470,DKR,1084,OUA,246,,0,M87,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
114,2J,470,LFW,298,OUA,246,,0,M87 CRJ,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
115,2J,470,NIM,280,OUA,246,,0,CRJ,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
116,2J,470,OUA,246,ABJ,253,,0,E70 CRJ M87,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
117,2J,470,OUA,246,ACC,248,,0,CRJ,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
118,2J,470,OUA,246,BKO,1044,,0,M87 CRJ,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
119,2J,470,OUA,246,BOY,247,,0,CRJ,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
120,2J,470,OUA,246,COO,245,,0,M87,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
121,2J,470,OUA,246,DKR,1084,,0,M87,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
122,2J,470,OUA,246,LFW,298,,0,CRJ,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
123,2J,470,OUA,246,NIM,280,,0,CRJ,Air Burkina,VBW,BURKINA,Burkina Faso,Y,,,,,,,,,,
124,2K,1338,BOG,2709,GYE,2673,,0,319,Aerolineas Galapagos (Aerogal),GLG,AEROGAL,Ecuador,Y,,,,,,,,,,
125,2K,1338,BOG,2709,UIO,2688,,0,319 320,Aerolineas Galapagos (Aerogal),GLG,AEROGAL,Ecuador,Y,,,,,,,,,,
126,2K,1338,CLO,2715,GYE,2673,,0,319,Aerolineas Galapagos (Aerogal),GLG,AEROGAL,Ecuador,Y,,,,,,,,,,
127,2K,1338,GYE,2673,BOG,2709,,0,319,Aerolineas Galapagos (Aerogal),GLG,AEROGAL,Ecuador,Y,,,,,,,,,,
128,2K,1338,GYE,2673,CLO,2715,,0,319,Aerolineas Galapagos (Aerogal),GLG,AEROGAL,Ecuador,Y,,,,,,,,,,
129,2K,1338,GYE,2673,SCY,6045,,0,319 320,Aerolineas Galapagos (Aerogal),GLG,AEROGAL,Ecuador,Y,,,,,,,,,,
130,2K,1338,GYE,2673,UIO,2688,,0,320 319,Aerolineas Galapagos (Aerogal),GLG,AEROGAL,Ecuador,Y,,,,,,,,,,
131,2K,1338,OCC,2670,UIO,2688,,0,319,Aerolineas Galapagos (Aerogal),GLG,AEROGAL,Ecuador,Y,,,,,,,,,,
132,2K,1338,SCY,6045,GYE,2673,,0,319 320,Aerolineas Galapagos (Aerogal),GLG,AEROGAL,Ecuador,Y,,,,,,,,,,
133,2K,1338,UIO,2688,BOG,2709,,0,319 320,Aerolineas Galapagos (Aerogal),GLG,AEROGAL,Ecuador,Y,,,,,,,,,,
134,2K,1338,UIO,2688,GYE,2673,,0,319,Aerolineas Galapagos (Aerogal),GLG,AEROGAL,Ecuador,Y,,,,,,,,,,
135,2K,1338,UIO,2688,OCC,2670,,0,319,Aerolineas Galapagos (Aerogal),GLG,AEROGAL,Ecuador,Y,,,,,,,,,,
136,2L,2750,BDS,1506,ZRH,1678,,0,100,Helvetic Airways,OAW,HELVETIC,Switzerland,Y,,,,,,,,,,
137,2L,2750,BOD,1264,ZRH,1678,,0,100,Helvetic Airways,OAW,HELVETIC,Switzerland,Y,,,,,,,,,,
138,2L,2750,BRS,490,ZRH,1678,,0,100,Helvetic Airways,OAW,HELVETIC,Switzerland,Y,,,,,,,,,,
139,2L,2750,GVA,1665,LPA,1054,,0,319,Helvetic Airways,OAW,HELVETIC,Switzerland,Y,,,,,,,,,,
140,2L,2750,LCA,1197,ZRH,1678,,0,319,Helvetic Airways,OAW,HELVETIC,Switzerland,Y,,,,,,,,,,
141,2L,2750,LPA,1054,ZRH,1678,,0,319,Helvetic Airways,OAW,HELVETIC,Switzerland,Y,,,,,,,,,,
142,2L,2750,RMF,4197,ZRH,1678,,0,319,Helvetic Airways,OAW,HELVETIC,Switzerland,Y,,,,,,,,,,
143,2L,2750,TFS,1056,GVA,1665,,0,319,Helvetic Airways,OAW,HELVETIC,Switzerland,Y,,,,,,,,,,
144,2L,2750,ZRH,1678,BDS,1506,,0,100,Helvetic Airways,OAW,HELVETIC,Switzerland,Y,,,,,,,,,,
145,2L,2750,ZRH,1678,BOD,1264,,0,100,Helvetic Airways,OAW,HELVETIC,Switzerland,Y,,,,,,,,,,
146,2L,2750,ZRH,1678,BRS,490,,0,100,Helvetic Airways,OAW,HELVETIC,Switzerland,Y,,,,,,,,,,
147,2L,2750,ZRH,1678,LCA,1197,,0,319,Helvetic Airways,OAW,HELVETIC,Switzerland,Y,,,,,,,,,,
148,2L,2750,ZRH,1678,LPA,1054,,0,319,Helvetic Airways,OAW,HELVETIC,Switzerland,Y,,,,,,,,,,
149,2L,2750,ZRH,1678,RMF,4197,,0,319,Helvetic Airways,OAW,HELVETIC,Switzerland,Y,,,,,,,,,,
150,2N,3652,AJR,730,LYC,719,,0,ATP,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
151,2N,3652,ARN,737,GEV,715,,0,ATP,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
152,2N,3652,ARN,737,HAD,709,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
153,2N,3652,ARN,737,JKG,688,,0,ATP SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
154,2N,3652,ARN,737,KRF,718,,0,ATP,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
155,2N,3652,ARN,737,KSD,5595,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
156,2N,3652,ARN,737,LYC,719,,0,ATP,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
157,2N,3652,ARN,737,MHQ,442,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
158,2N,3652,ARN,737,OER,722,,0,ATR,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
159,2N,3652,ARN,737,POR,448,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
160,2N,3652,ARN,737,TRF,664,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
161,2N,3652,ARN,737,VBY,746,,0,SF3 ATP,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
162,2N,3652,ARN,737,VHM,729,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
163,2N,3652,ARN,737,VXO,711,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
164,2N,3652,GEV,715,ARN,737,,0,ATP,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
165,2N,3652,GEV,715,KRF,718,,0,ATP,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
166,2N,3652,HAD,709,ARN,737,,0,SF3 ATP,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
167,2N,3652,HAD,709,JKG,688,,0,ATP SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
168,2N,3652,HAD,709,VXO,711,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
169,2N,3652,HMV,5599,VHM,729,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
170,2N,3652,JKG,688,ARN,737,,0,ATP SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
171,2N,3652,JKG,688,HAD,709,,0,ATP SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
172,2N,3652,KOK,435,POR,448,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
173,2N,3652,KRF,718,ARN,737,,0,ATP,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
174,2N,3652,KRF,718,GEV,715,,0,ATP,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
175,2N,3652,KSD,5595,ARN,737,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
176,2N,3652,LYC,719,AJR,730,,0,ATP,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
177,2N,3652,LYC,719,ARN,737,,0,ATP,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
178,2N,3652,MHQ,442,ARN,737,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
179,2N,3652,MHQ,442,TKU,460,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
180,2N,3652,OER,722,ARN,737,,0,ATR,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
181,2N,3652,OSL,644,VXO,711,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
182,2N,3652,POR,448,ARN,737,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
183,2N,3652,POR,448,KOK,435,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
184,2N,3652,TKU,460,MHQ,442,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
185,2N,3652,TRF,664,ARN,737,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
186,2N,3652,VBY,746,ARN,737,,0,SF3 ATP,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
187,2N,3652,VHM,729,ARN,737,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
188,2N,3652,VHM,729,HMV,5599,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
189,2N,3652,VXO,711,ARN,737,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
190,2N,3652,VXO,711,OSL,644,,0,SF3,NextJet,NTJ,NEXTJET,Sweden,Y,,,,,,,,,,
191,2O,146,ADQ,3531,AOS,7167,,0,BNI,Air Salone,,,Sierra Leone,Y,,,,,,,,,,
192,2O,146,ADQ,3531,KKB,7168,,0,BNI,Air Salone,,,Sierra Leone,Y,,,,,,,,,,
193,2O,146,ADQ,3531,KLN,7162,,0,BNI,Air Salone,,,Sierra Leone,Y,,,,,,,,,,
194,2O,146,ADQ,3531,KOZ,7164,,0,BNI,Air Salone,,,Sierra Leone,Y,,,,,,,,,,
195,2O,146,ADQ,3531,OLH,7163,,0,BNI,Air Salone,,,Sierra Leone,Y,,,,,,,,,,
196,2O,146,AOS,7167,KZB,7176,,0,BNI,Air Salone,,,Sierra Leone,Y,,,,,,,,,,
197,2O,146,KKB,7168,SYB,7173,,0,BNI,Air Salone,,,Sierra Leone,Y,,,,,,,,,,
198,2O,146,KLN,7162,KYK,7161,,0,BNI,Air Salone,,,Sierra Leone,Y,,,,,,,,,,
199,2O,146,KOZ,7164,ORI,7165,,0,BNI,Air Salone,,,Sierra Leone,Y,,,,,,,,,,
200,2O,146,SYB,7173,KPR,7172,,0,BNI,Air Salone,,,Sierra Leone,Y,,,,,,,,,,
201,2P,897,BSO,6019,MNL,2397,,0,DH4,Air Philippines,GAP,ORIENT PACIFIC,Philippines,Y,,,,,,,,,,
