,Airline,Airline ID,Source Airport,Source Airport ID,Destination Airport,Destination Airport ID,Codeshare,Stops,Equipment,Name_x,ICAO,Callsign,Country_x,Active,Name_y,City,Country_y,IATA,Latitude,Longitude,Altitude,Timezone,DST,Timezone.1
9934,AF,137,AMM,2170,CDG,1382,,0,320,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9935,AF,137,AMS,580,AUH,2179,Y,0,332,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9936,AF,137,AMS,580,BOD,1264,Y,0,E90 73W F70,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9937,AF,137,AMS,580,BSL,1423,Y,0,F70 E90,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9938,AF,137,AMS,580,CDG,1382,,0,321 320 319 318 32A,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9939,AF,137,AMS,580,CFE,1330,Y,0,ER4,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9940,AF,137,AMS,580,DMM,2064,Y,0,332,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9941,AF,137,AMS,580,DOH,11051,Y,0,332,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9942,AF,137,AMS,580,HRE,1005,Y,0,332,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9943,AF,137,AMS,580,JRO,1180,Y,0,332,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9944,AF,137,AMS,580,KGL,1165,Y,0,332,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9945,AF,137,AMS,580,KUL,3304,Y,0,772,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9946,AF,137,AMS,580,KWI,2176,Y,0,332,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9947,AF,137,AMS,580,LCY,503,Y,0,AR8,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9948,AF,137,AMS,580,LYS,1335,,0,F70,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9949,AF,137,AMS,580,MRS,1353,,0,319,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9950,AF,137,AMS,580,NCE,1354,Y,0,73W E90 73H,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9951,AF,137,AMS,580,NTE,1418,,0,ER4,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9952,AF,137,AMS,580,SXB,1435,,0,ER4 CR7 E70,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9953,AF,137,AMS,580,TLS,1273,Y,0,E90,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9954,AF,137,AMS,580,TPE,2276,Y,0,77W,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9955,AF,137,AMS,580,UIO,2688,Y,0,772,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9956,AF,137,ANR,299,LCY,503,Y,0,F50,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9957,AF,137,ARN,737,CDG,1382,,0,320 321 32A 319,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9958,AF,137,ATH,3941,CDG,1382,,0,32A 319 320 321,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9959,AF,137,ATH,3941,MRS,1353,,0,319,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9960,AF,137,ATH,3941,TLS,1273,,0,320,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9961,AF,137,ATL,3682,ABE,4355,Y,0,717,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9962,AF,137,ATL,3682,ABQ,4019,Y,0,757,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9963,AF,137,ATL,3682,ABY,5715,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9964,AF,137,ATL,3682,AEX,3852,Y,0,CRJ CR9,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9965,AF,137,ATL,3682,AGS,3658,Y,0,CRJ M88 717,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9966,AF,137,ATL,3682,ALB,3864,Y,0,M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9967,AF,137,ATL,3682,ATW,4047,Y,0,CR9,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9968,AF,137,ATL,3682,AUS,3673,Y,0,M90 M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9969,AF,137,ATL,3682,AVL,4007,Y,0,CRJ M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9970,AF,137,ATL,3682,AVP,4286,Y,0,CR7,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9971,AF,137,ATL,3682,BDL,3825,Y,0,M88 73W,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9972,AF,137,ATL,3682,BHM,3811,Y,0,M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9973,AF,137,ATL,3682,BMI,4037,Y,0,CR7 CR9,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9974,AF,137,ATL,3682,BNA,3690,Y,0,M88 319 738 73H 717 320,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9975,AF,137,ATL,3682,BOS,3448,Y,0,M90 757 320 738 319,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9976,AF,137,ATL,3682,BQK,5725,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9977,AF,137,ATL,3682,BRU,302,Y,0,76W,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9978,AF,137,ATL,3682,BTR,3846,Y,0,CR7 CRJ 319 CR9,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9979,AF,137,ATL,3682,BTV,3711,Y,0,CR9,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9980,AF,137,ATL,3682,BUF,3820,Y,0,M90 M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9981,AF,137,ATL,3682,BWI,3849,Y,0,M90 757 320,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9982,AF,137,ATL,3682,CAE,3561,Y,0,M88 CRJ 319 717,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9983,AF,137,ATL,3682,CAK,4112,Y,0,M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9984,AF,137,ATL,3682,CDG,1382,,0,77W 744 772 74Y,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9985,AF,137,ATL,3682,CHA,3578,Y,0,CRJ M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9986,AF,137,ATL,3682,CHO,4015,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9987,AF,137,ATL,3682,CHS,3806,Y,0,320 M88 73W 717 319,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9988,AF,137,ATL,3682,CID,4043,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9989,AF,137,ATL,3682,CLE,3486,Y,0,717 CR9,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9990,AF,137,ATL,3682,CLT,3876,Y,0,M90 M88 319,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9991,AF,137,ATL,3682,CMH,3759,Y,0,73W M88 738,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9992,AF,137,ATL,3682,COS,3819,Y,0,738,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9993,AF,137,ATL,3682,CRW,4285,Y,0,CRJ 319,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9994,AF,137,ATL,3682,CSG,4255,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9995,AF,137,ATL,3682,CUN,1852,Y,0,M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9996,AF,137,ATL,3682,CVG,3488,Y,0,738 M88 319,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9997,AF,137,ATL,3682,CZM,1800,Y,0,M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9998,AF,137,ATL,3682,DAB,3950,Y,0,M90,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
9999,AF,137,ATL,3682,DAL,3502,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10000,AF,137,ATL,3682,DAY,3627,Y,0,M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10001,AF,137,ATL,3682,DCA,3520,Y,0,M88 M90 320,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10002,AF,137,ATL,3682,DEN,3751,Y,0,M90 757 738,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10003,AF,137,ATL,3682,DFW,3670,Y,0,M88 319,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10004,AF,137,ATL,3682,DHN,3739,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10005,AF,137,ATL,3682,DSM,3729,Y,0,M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10006,AF,137,ATL,3682,DTW,3645,Y,0,M88 M90 757,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10007,AF,137,ATL,3682,DUB,599,Y,0,76W,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10008,AF,137,ATL,3682,DUS,345,Y,0,76W,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10009,AF,137,ATL,3682,ECP,7669,Y,0,717 M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10010,AF,137,ATL,3682,ELP,3559,Y,0,M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10011,AF,137,ATL,3682,EVV,4018,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10012,AF,137,ATL,3682,EWN,3730,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10013,AF,137,ATL,3682,EWR,3494,Y,0,717,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10014,AF,137,ATL,3682,EYW,3875,Y,0,73W CR7,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10015,AF,137,ATL,3682,FAY,5738,Y,0,CRJ 73W,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10016,AF,137,ATL,3682,FCO,1555,Y,0,333,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10017,AF,137,ATL,3682,FLL,3533,Y,0,757 M90,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10018,AF,137,ATL,3682,FNT,4089,Y,0,M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10019,AF,137,ATL,3682,FRA,340,Y,0,764,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10020,AF,137,ATL,3682,FSM,3437,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10021,AF,137,ATL,3682,FWA,4041,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10022,AF,137,ATL,3682,GDL,1804,Y,0,320,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10023,AF,137,ATL,3682,GNV,3472,Y,0,CR9 717 CR7,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10024,AF,137,ATL,3682,GPT,4038,Y,0,M88 CR7 CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10025,AF,137,ATL,3682,GRB,3653,Y,0,CR7,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10026,AF,137,ATL,3682,GRK,3775,Y,0,CR9,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10027,AF,137,ATL,3682,GRR,3685,Y,0,M88 320,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10028,AF,137,ATL,3682,GSO,4008,Y,0,M88 320 319,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10029,AF,137,ATL,3682,GSP,4034,Y,0,CR7 319 M88 717 CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10030,AF,137,ATL,3682,GTR,4273,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10031,AF,137,ATL,3682,HPN,3589,Y,0,CR7,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10032,AF,137,ATL,3682,HSV,4113,Y,0,717 M88 CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10033,AF,137,ATL,3682,IAD,3714,Y,0,320 M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10034,AF,137,ATL,3682,IAH,3550,Y,0,M88 717 320 319,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10035,AF,137,ATL,3682,ICT,3457,Y,0,CR9 M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10036,AF,137,ATL,3682,ILM,3845,Y,0,CRJ 319,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10037,AF,137,ATL,3682,IND,3585,Y,0,320 M88 M90,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10038,AF,137,ATL,3682,JAN,3580,Y,0,717 CR9 M88 CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10039,AF,137,ATL,3682,JAX,3712,Y,0,757,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10040,AF,137,ATL,3682,JFK,3797,Y,0,319 752 M88 738,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10041,AF,137,ATL,3682,LAS,3877,Y,0,757 753,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10042,AF,137,ATL,3682,LAX,3484,Y,0,76W 763 757 739,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10043,AF,137,ATL,3682,LEX,4017,Y,0,CR9 M88 CRJ 717,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10044,AF,137,ATL,3682,LFT,3493,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10045,AF,137,ATL,3682,LGA,3697,Y,0,757 739,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10046,AF,137,ATL,3682,LHR,507,Y,0,764 77L 76W,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10047,AF,137,ATL,3682,LIT,3660,Y,0,M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10048,AF,137,ATL,3682,MAD,1229,Y,0,764,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10049,AF,137,ATL,3682,MAN,478,Y,0,76W,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10050,AF,137,ATL,3682,MCI,3458,Y,0,M88 M90 757,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10051,AF,137,ATL,3682,MCO,3878,Y,0,757,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10052,AF,137,ATL,3682,MDT,3542,Y,0,CRJ M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10053,AF,137,ATL,3682,MDW,3747,Y,0,319 717 320,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10054,AF,137,ATL,3682,MEM,3473,Y,0,M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10055,AF,137,ATL,3682,MEX,1824,Y,0,73W 73H,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10056,AF,137,ATL,3682,MGM,4115,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10057,AF,137,ATL,3682,MHT,4011,Y,0,320,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10058,AF,137,ATL,3682,MIA,3576,Y,0,M90 757 320,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10059,AF,137,ATL,3682,MKE,3717,Y,0,M90 M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10060,AF,137,ATL,3682,MLB,3671,Y,0,M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10061,AF,137,ATL,3682,MLI,4072,Y,0,CR9 CR7,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10062,AF,137,ATL,3682,MLU,3732,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10063,AF,137,ATL,3682,MOB,3782,Y,0,CR9 717 CR7 319 CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10064,AF,137,ATL,3682,MSN,3459,Y,0,320 73W CR9,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10065,AF,137,ATL,3682,MSP,3858,Y,0,320 M90 757,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10066,AF,137,ATL,3682,MSY,3861,Y,0,M90 M88 757,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10067,AF,137,ATL,3682,MTY,1825,Y,0,CR9,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10068,AF,137,ATL,3682,MUC,346,Y,0,764,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10069,AF,137,ATL,3682,MYR,3515,Y,0,CR7 M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10070,AF,137,ATL,3682,NAS,1953,Y,0,M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10071,AF,137,ATL,3682,OAJ,4386,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10072,AF,137,ATL,3682,OKC,3863,Y,0,CR9 M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10073,AF,137,ATL,3682,OMA,3454,Y,0,M88 M90,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10074,AF,137,ATL,3682,ORD,3830,Y,0,757 319 320 M88 M90,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10075,AF,137,ATL,3682,ORF,3611,Y,0,M88 M90,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10076,AF,137,ATL,3682,PBI,3722,Y,0,M90 757,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10077,AF,137,ATL,3682,PDX,3720,Y,0,73H 738,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10078,AF,137,ATL,3682,PHF,3633,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10079,AF,137,ATL,3682,PHL,3752,Y,0,320 M90 757 73H M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10080,AF,137,ATL,3682,PHX,3462,Y,0,757 73H 739 738,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10081,AF,137,ATL,3682,PIA,4046,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10082,AF,137,ATL,3682,PIT,3570,Y,0,M88 CR9,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10083,AF,137,ATL,3682,PNS,3564,Y,0,M90,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10084,AF,137,ATL,3682,PTY,1871,Y,0,738,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10085,AF,137,ATL,3682,PVD,3641,Y,0,M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10086,AF,137,ATL,3682,PWM,3862,Y,0,M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10087,AF,137,ATL,3682,RDU,3626,Y,0,M88 739 320,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10088,AF,137,ATL,3682,RIC,3608,Y,0,73H M90 M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10089,AF,137,ATL,3682,ROA,4016,Y,0,CRJ 319,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10090,AF,137,ATL,3682,ROC,3622,Y,0,M90 M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10091,AF,137,ATL,3682,RSW,3793,Y,0,M90 M88 757,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10092,AF,137,ATL,3682,SAN,3731,Y,0,739 763,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10093,AF,137,ATL,3682,SAT,3621,Y,0,757 M90 320,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10094,AF,137,ATL,3682,SAV,3613,Y,0,717 M88 319,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10095,AF,137,ATL,3682,SBN,4359,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10096,AF,137,ATL,3682,SDF,4014,Y,0,M88 M90,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10097,AF,137,ATL,3682,SEA,3577,Y,0,757 763 739,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10098,AF,137,ATL,3682,SFO,3469,Y,0,763 739 757,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10099,AF,137,ATL,3682,SGF,4348,Y,0,CRJ CR9,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10100,AF,137,ATL,3682,SHV,3609,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10101,AF,137,ATL,3682,SJO,1885,Y,0,738,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10102,AF,137,ATL,3682,SJU,2890,Y,0,757,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10103,AF,137,ATL,3682,SLC,3536,Y,0,757 763 320,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10104,AF,137,ATL,3682,SMF,3817,Y,0,757,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10105,AF,137,ATL,3682,SNA,3867,Y,0,757,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10106,AF,137,ATL,3682,SRQ,4067,Y,0,M90 757,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10107,AF,137,ATL,3682,STL,3678,Y,0,M90 717 757 319 M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10108,AF,137,ATL,3682,STR,350,Y,0,76W,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10109,AF,137,ATL,3682,SYR,3745,Y,0,CR9 M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10110,AF,137,ATL,3682,TLH,3698,Y,0,CRJ M88 319,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10111,AF,137,ATL,3682,TPA,3646,Y,0,739 757,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10112,AF,137,ATL,3682,TRI,4116,Y,0,CRJ 319,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10113,AF,137,ATL,3682,TUL,3855,Y,0,CR9 CR7 M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10114,AF,137,ATL,3682,TUS,3636,Y,0,M90,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10115,AF,137,ATL,3682,TYS,3676,Y,0,CRJ CR7 717 CR9,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10116,AF,137,ATL,3682,VLD,5776,Y,0,CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10117,AF,137,ATL,3682,VPS,3873,Y,0,319 M88 717,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10118,AF,137,ATL,3682,XNA,4356,Y,0,CRJ CR9 717 CR7,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10119,AF,137,ATL,3682,YUL,146,Y,0,CR7 CR9,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10120,AF,137,ATL,3682,YYZ,193,Y,0,CR9,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10121,AF,137,ATW,4047,ATL,3682,Y,0,CR7,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10122,AF,137,AUH,2179,AMS,580,Y,0,330,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10123,AF,137,AUH,2179,BAH,2057,Y,0,330,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10124,AF,137,AUH,2179,CDG,1382,Y,0,346,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10125,AF,137,AUS,3673,ATL,3682,Y,0,M90 M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10126,AF,137,AVL,4007,ATL,3682,Y,0,CR7 CRJ,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10127,AF,137,BAH,2057,AUH,2179,Y,0,332,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10128,AF,137,BCN,1218,CDG,1382,,0,321 32A 318 320,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10129,AF,137,BCN,1218,JFK,3797,Y,0,333,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10130,AF,137,BDL,3825,ATL,3682,Y,0,M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10131,AF,137,BEG,1739,CDG,1382,Y,0,320,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10132,AF,137,BEL,2526,STM,4092,Y,0,738,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10133,AF,137,BES,1403,CDG,1382,,0,318 321,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10134,AF,137,BES,1403,LCY,503,Y,0,F50,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10135,AF,137,BES,1403,MRS,1353,,0,319,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10136,AF,137,BES,1403,ORY,1386,,0,319 CRK,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10137,AF,137,BES,1403,SOU,495,Y,0,DH4,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10138,AF,137,BEY,2177,CDG,1382,,0,772 343,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10139,AF,137,BGF,888,NSI,4161,,0,772,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10140,AF,137,BHM,3811,ATL,3682,Y,0,M88,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10141,AF,137,BHX,469,CDG,1382,,0,319 320,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10142,AF,137,BHX,469,LYS,1335,Y,0,E75,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10143,AF,137,BIA,1321,EBU,1350,Y,0,AT7,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10144,AF,137,BIA,1321,LGG,309,,0,320,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10145,AF,137,BIA,1321,LYS,1335,Y,0,320,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10146,AF,137,BIA,1321,MRS,1353,Y,0,320,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10147,AF,137,BIA,1321,NCE,1354,Y,0,AT7,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10148,AF,137,BIA,1321,NTE,1418,Y,0,320,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10149,AF,137,BIA,1321,ORY,1386,,0,321 319,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10150,AF,137,BIO,1216,CDG,1382,,0,E70 E90,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10151,AF,137,BIQ,1280,GVA,1665,Y,0,CR7,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
10152,AF,137,BIQ,1280,MRS,1353,,0,320 319,Air France,AFR,AIRFRANS,France,Y,,,,,,,,,,
